GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0032504	multicellular organism reproduction	5.28e-03	5.28e-03	1	ATRX,PPP2R1A,DNMT3A,USP9X,PDGFRA,BRCA2,EGFR,NOTCH1,ATM,PTEN,MTOR
GO:0048609	multicellular organismal reproductive process	4.69e-03	4.69e-03	1	ATRX,PPP2R1A,DNMT3A,USP9X,PDGFRA,BRCA2,EGFR,NOTCH1,ATM,PTEN,MTOR
GO:0009791	post-embryonic development	7.57e-04	7.57e-04	1	ATRX,ATM,TET2,MTOR
GO:0044265	cellular macromolecule catabolic process	1.83e-03	1.83e-03	1	PPP2R1A,NFE2L2,RPL5,USP9X,APC,TP53,TAF1,CDKN2A,ATM,BAP1,PTEN,LRRK2
GO:0007270	neuron-neuron synaptic transmission	5.96e-03	5.96e-03	1	TSHZ3,EGFR,PTEN,LRRK2,NF1
GO:0035249	synaptic transmission, glutamatergic	1.55e-02	1.55e-02	1	TSHZ3,EGFR,LRRK2,NF1
GO:0030521	androgen receptor signaling pathway	1.66e-02	1.66e-02	1	BRCA1,EP300,ARID1A,TAF1
GO:0002520	immune system development	1.28e-04	1.28e-04	1	POLQ,MECOM,EP300,NFE2L2,ACVR1B,BRCA2,CDKN2A,NOTCH1,ATM,TET2,ASXL1,NF1,MTOR
GO:0048534	hematopoietic or lymphoid organ development	6.14e-04	6.14e-04	1	MECOM,EP300,NFE2L2,ACVR1B,BRCA2,CDKN2A,NOTCH1,ATM,TET2,ASXL1,NF1,MTOR
GO:0030097	hemopoiesis	3.48e-04	3.48e-04	1	MECOM,EP300,NFE2L2,ACVR1B,BRCA2,CDKN2A,NOTCH1,ATM,TET2,ASXL1,NF1,MTOR
GO:0072593	reactive oxygen species metabolic process	1.58e-02	1.58e-02	1	BRCA1,NFE2L2,TP53,EGFR,LRRK2,MTOR
GO:2000377	regulation of reactive oxygen species metabolic process	2.97e-02	2.97e-02	1	BRCA1,NFE2L2,TP53,EGFR,MTOR
GO:2000379	positive regulation of reactive oxygen species metabolic process	3.43e-02	3.43e-02	1	NFE2L2,TP53,EGFR,MTOR
GO:0048285	organelle fission	3.05e-02	3.05e-02	1	ATRX,PPP2R1A,SMC3,APC,BRCA2,ATM,LRRK2
GO:0071214	cellular response to abiotic stimulus	4.62e-04	4.62e-04	1	MAP3K1,EP300,TP53,EGFR,TAF1,ATM,ATR
GO:0009314	response to radiation	2.37e-06	2.37e-06	1	BRCA1,EP300,DNMT3A,BRCA2,TP53,EGFR,TAF1,ATM,ATR,NF1,MTOR
GO:0010212	response to ionizing radiation	1.09e-03	1.09e-03	1	BRCA1,DNMT3A,BRCA2,TP53,ATM,ATR
GO:0010332	response to gamma radiation	2.08e-03	2.08e-03	1	BRCA2,TP53,ATM,ATR
GO:0010165	response to X-ray	2.06e-03	2.06e-03	1	BRCA2,TP53,ATM
GO:0009416	response to light stimulus	2.50e-05	2.50e-05	1	EP300,BRCA2,TP53,EGFR,TAF1,ATR,NF1,MTOR
GO:0009411	response to UV	6.48e-05	6.48e-05	1	EP300,BRCA2,TP53,EGFR,TAF1,ATR
GO:0071478	cellular response to radiation	8.94e-03	8.94e-03	1	EP300,TP53,TAF1,ATM,ATR
GO:0071482	cellular response to light stimulus	3.72e-02	3.72e-02	1	EP300,TP53,TAF1,ATR
GO:0034644	cellular response to UV	5.78e-03	5.78e-03	1	EP300,TP53,TAF1,ATR
GO:0010812	negative regulation of cell-substrate adhesion	1.05e-02	1.05e-02	1	CDKN2A,NOTCH1,PTEN,NF1
GO:0043620	regulation of DNA-templated transcription in response to stress	6.49e-04	6.49e-04	1	EP300,NFE2L2,VHL,TP53,TAF1,NOTCH1
GO:0043618	regulation of transcription from RNA polymerase II promoter in response to stress	5.03e-04	5.03e-04	1	EP300,NFE2L2,VHL,TP53,TAF1,NOTCH1
GO:0036003	positive regulation of transcription from RNA polymerase II promoter in response to stress	3.86e-02	3.86e-02	1	NFE2L2,TP53,NOTCH1
GO:0030163	protein catabolic process	2.84e-03	2.84e-03	1	NFE2L2,USP9X,APC,TP53,EGFR,TAF1,ATM,BAP1,PTEN,LRRK2,MTOR
GO:0010518	positive regulation of phospholipase activity	2.89e-02	2.89e-02	1	FGFR3,PDGFRA,EGFR
GO:0021700	developmental maturation	5.34e-04	5.34e-04	1	FGFR3,BRCA2,PTEN,LRRK2,NF1,MTOR
GO:0032092	positive regulation of protein binding	1.03e-02	1.03e-02	1	EP300,EPHB6,TAF1,LRRK2
GO:0009887	animal organ morphogenesis	3.89e-05	3.89e-05	1	FGFR3,EP300,ARID1A,PDGFRA,EGFR,TET2,PTEN,SETD2,LRRK2,NF1,MTOR
GO:0033044	regulation of chromosome organization	7.74e-03	7.74e-03	1	BRCA1,ATRX,APC,TP53,ATM,NSD1,ATR
GO:0010638	positive regulation of organelle organization	2.92e-02	2.92e-02	1	ATRX,TP53,ATM,BAP1,MTOR
GO:2001252	positive regulation of chromosome organization	2.79e-02	2.79e-02	1	BRCA1,ATRX,TP53,ATM,ATR
GO:0070198	protein localization to chromosome, telomeric region	1.39e-02	1.39e-02	1	ATRX,BRCA2,ATR
GO:0048144	fibroblast proliferation	1.52e-03	1.52e-03	1	PDGFRA,TP53,EGFR,NF1
GO:0048145	regulation of fibroblast proliferation	1.45e-03	1.45e-03	1	PDGFRA,TP53,EGFR,NF1
GO:0040007	growth	1.24e-07	1.24e-07	1	FGFR3,ATRX,PPP2R1A,PIK3CA,USP9X,ACVR1B,BRCA2,TP53,EGFR,KDM6A,CDKN2A,NOTCH1,ATM,BAP1,PTEN,ERBB4,MTOR
GO:0040008	regulation of growth	6.18e-05	6.18e-05	1	FGFR3,PPP2R1A,PIK3CA,ACVR1B,TP53,EGFR,CDKN2A,NOTCH1,BAP1,PTEN,ERBB4,MTOR
GO:0016049	cell growth	4.29e-02	4.29e-02	1	PPP2R1A,USP9X,ACVR1B,TP53,EGFR,CDKN2A,BAP1,MTOR
GO:0045926	negative regulation of growth	3.30e-02	3.30e-02	1	FGFR3,PPP2R1A,ACVR1B,TP53,CDKN2A,PTEN
GO:0048646	anatomical structure formation involved in morphogenesis	5.81e-04	5.81e-04	1	BRCA1,EP300,NFE2L2,ARID1A,PIK3CA,PDGFRA,KDM6A,NOTCH1,ATM,ARHGAP35,PTEN,SETD2,NF1
GO:0060537	muscle tissue development	5.39e-04	5.39e-04	1	EP300,ARID1A,PDGFRA,PTEN,ERBB4,NF1,MTOR
GO:0014706	striated muscle tissue development	4.20e-04	4.20e-04	1	EP300,ARID1A,PDGFRA,PTEN,ERBB4,NF1,MTOR
GO:0048589	developmental growth	1.80e-04	1.80e-04	1	FGFR3,ATRX,PIK3CA,USP9X,BRCA2,KDM6A,NOTCH1,ATM,PTEN,ERBB4,MTOR
GO:0048638	regulation of developmental growth	4.86e-02	4.86e-02	1	FGFR3,PIK3CA,PTEN,ERBB4,MTOR
GO:0035265	organ growth	4.14e-02	4.14e-02	1	FGFR3,NOTCH1,PTEN,ERBB4,MTOR
GO:0035295	tube development	2.39e-04	2.39e-04	1	ATRX,EP300,ARID1A,PDGFRA,EGFR,KDM6A,NOTCH1,ARHGAP35,ASXL1,SETD2,NF1
GO:0035239	tube morphogenesis	3.41e-02	3.41e-02	1	ARID1A,PDGFRA,EGFR,KDM6A,NOTCH1,ARHGAP35,SETD2
GO:0035264	multicellular organism growth	2.33e-03	2.33e-03	1	ATRX,PIK3CA,ATM,MTOR
GO:0009790	embryo development	1.52e-06	1.52e-06	1	BRCA1,EP300,NFE2L2,ARID1A,DNMT3A,PDGFRA,ACVR1B,BRCA2,EGFR,KDM6A,NOTCH1,ATM,ARHGAP35,ERBB4,SETD2,NF1
GO:0009792	embryo development ending in birth or egg hatching	2.09e-06	2.09e-06	1	BRCA1,EP300,ARID1A,PDGFRA,ACVR1B,BRCA2,EGFR,KDM6A,NOTCH1,ATM,ARHGAP35,SETD2,NF1
GO:0043009	chordate embryonic development	1.92e-06	1.92e-06	1	BRCA1,EP300,ARID1A,PDGFRA,ACVR1B,BRCA2,EGFR,KDM6A,NOTCH1,ATM,ARHGAP35,SETD2,NF1
GO:0072359	circulatory system development	8.04e-07	8.04e-07	1	BRCA1,EP300,NFE2L2,ARID1A,PIK3CA,PDGFRA,EGFR,KDM6A,NOTCH1,ATM,ASXL1,PTEN,ERBB4,SETD2,NF1,MTOR
GO:0007507	heart development	3.56e-07	3.56e-07	1	EP300,ARID1A,PDGFRA,EGFR,KDM6A,NOTCH1,ATM,ASXL1,PTEN,ERBB4,SETD2,NF1,MTOR
GO:0060419	heart growth	4.41e-02	4.41e-02	1	NOTCH1,PTEN,ERBB4,MTOR
GO:0048738	cardiac muscle tissue development	5.69e-03	5.69e-03	1	ARID1A,PDGFRA,PTEN,ERBB4,MTOR
GO:0055017	cardiac muscle tissue growth	3.14e-02	3.14e-02	1	NOTCH1,PTEN,ERBB4,MTOR
GO:0072358	cardiovascular system development	2.94e-03	2.94e-03	1	BRCA1,NFE2L2,ARID1A,PIK3CA,PDGFRA,KDM6A,NOTCH1,PTEN,SETD2,NF1
GO:0001944	vasculature development	1.94e-02	1.94e-02	1	ARID1A,PIK3CA,PDGFRA,PTEN,SETD2,NF1
GO:0035148	tube formation	4.14e-02	4.14e-02	1	ARID1A,KDM6A,NOTCH1,ARHGAP35,SETD2
GO:0001568	blood vessel development	1.55e-02	1.55e-02	1	BRCA1,NFE2L2,ARID1A,PIK3CA,PDGFRA,NOTCH1,PTEN,SETD2,NF1
GO:0048514	blood vessel morphogenesis	3.84e-02	3.84e-02	1	BRCA1,NFE2L2,PIK3CA,PDGFRA,NOTCH1,PTEN,SETD2,NF1
GO:0035051	cardiocyte differentiation	6.45e-03	6.45e-03	1	ARID1A,PDGFRA,EGFR,MTOR
GO:0021915	neural tube development	3.67e-03	3.67e-03	1	ARID1A,KDM6A,NOTCH1,ARHGAP35,SETD2,NF1
GO:0001525	angiogenesis	1.05e-02	1.05e-02	1	BRCA1,NFE2L2,PIK3CA,PDGFRA,NOTCH1,PTEN,SETD2,NF1
GO:0001756	somitogenesis	2.96e-02	2.96e-02	1	EP300,KDM6A,NOTCH1,ATM
GO:0060420	regulation of heart growth	9.73e-03	9.73e-03	1	NOTCH1,PTEN,ERBB4,MTOR
GO:0055024	regulation of cardiac muscle tissue development	2.78e-02	2.78e-02	1	NOTCH1,PTEN,ERBB4,MTOR
GO:0055021	regulation of cardiac muscle tissue growth	6.35e-03	6.35e-03	1	NOTCH1,PTEN,ERBB4,MTOR
GO:0009611	response to wounding	4.50e-03	4.50e-03	1	NFE2L2,PIK3CA,PDGFRA,EGFR,NOTCH1,ARHGAP35,PTEN,ERBB4,NF1,MTOR
GO:0042060	wound healing	8.16e-03	8.16e-03	1	NFE2L2,PIK3CA,PDGFRA,EGFR,NOTCH1,ARHGAP35,ERBB4,NF1,MTOR
GO:1903429	regulation of cell maturation	1.24e-02	1.24e-02	1	PPP2R1A,LRRK2,MTOR
GO:0046777	protein autophosphorylation	3.16e-09	3.16e-09	1	FGFR3,PDGFRA,EGFR,TAF1,ATM,CDK12,ATR,ERBB4,LRRK2,MTOR
GO:0000122	negative regulation of transcription from RNA polymerase II promoter	3.49e-04	3.49e-04	1	ATRX,EP300,ARID1A,DNMT3A,TSHZ3,USP9X,VHL,TP53,NOTCH1,ARHGAP35,NSD1,ASXL1
GO:0008285	negative regulation of cell proliferation	4.82e-06	4.82e-06	1	VHL,APC,BRCA2,TP53,ATM,BAP1,PBRM1,PTEN,ERBB4,NF1
GO:0071514	genetic imprinting	3.12e-02	3.12e-02	1	BRCA1,DNMT3A,PIK3CA
GO:0007568	aging	9.85e-07	9.85e-07	1	NFE2L2,DNMT3A,BRCA2,TP53,CDKN2A,ATM,PTEN,ATR,LRRK2,MTOR
GO:0007569	cell aging	1.94e-06	1.94e-06	1	BRCA2,TP53,CDKN2A,ATM,PTEN,ATR,MTOR
GO:0090399	replicative senescence	1.55e-05	1.55e-05	1	TP53,CDKN2A,ATM,ATR
GO:0010259	multicellular organism aging	7.74e-03	7.74e-03	1	TP53,ATM,LRRK2
GO:0008340	determination of adult lifespan	6.13e-04	6.13e-04	1	TP53,ATM,LRRK2
GO:0018212	peptidyl-tyrosine modification	4.67e-03	4.67e-03	1	FGFR3,PDGFRA,TP53,EGFR,ERBB4,MTOR
GO:0018108	peptidyl-tyrosine phosphorylation	4.51e-03	4.51e-03	1	FGFR3,PDGFRA,TP53,EGFR,ERBB4,MTOR
GO:0001667	ameboidal-type cell migration	1.85e-02	1.85e-02	1	NFE2L2,PIK3CA,ACVR1B,NOTCH1,PTEN,ERBB4,NF1
GO:0044703	multi-organism reproductive process	3.02e-02	3.02e-02	1	ATRX,ARID1A,BRCA2,ATM,PTEN,MTOR
GO:0016242	negative regulation of macroautophagy	5.52e-03	5.52e-03	1	PIK3CA,LRRK2,MTOR
GO:0043491	protein kinase B signaling	6.31e-03	6.31e-03	1	PIK3CA,EGFR,PTEN,MTOR
GO:0007611	learning or memory	4.20e-02	4.20e-02	1	EGFR,PTEN,NF1,MTOR
GO:0048017	inositol lipid-mediated signaling	4.30e-09	4.30e-09	1	FGFR3,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,NF1,MTOR
GO:0048015	phosphatidylinositol-mediated signaling	3.77e-09	3.77e-09	1	FGFR3,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,NF1,MTOR
GO:0014065	phosphatidylinositol 3-kinase signaling	1.71e-06	1.71e-06	1	FGFR3,PIK3CA,PDGFRA,EGFR,PTEN,ERBB4,NF1
GO:0014066	regulation of phosphatidylinositol 3-kinase signaling	3.76e-05	3.76e-05	1	FGFR3,PIK3CA,PDGFRA,EGFR,PTEN,ERBB4
GO:0048511	rhythmic process	2.47e-04	2.47e-04	1	EP300,KDM5C,PDGFRA,TP53,EGFR,ATM,PTEN
GO:0061008	hepaticobiliary system development	6.90e-03	6.90e-03	1	PIK3CA,EGFR,TET2,NF1
GO:0048732	gland development	1.16e-05	1.16e-05	1	PIK3CA,BRCA2,EGFR,NOTCH1,ATM,ARHGAP35,TET2,ASXL1,PTEN,ERBB4,NF1
GO:0001889	liver development	6.33e-03	6.33e-03	1	PIK3CA,EGFR,TET2,NF1
GO:0001655	urogenital system development	4.61e-02	4.61e-02	1	PDGFRA,TET2,PTEN,LRRK2,NF1
GO:0060322	head development	3.48e-07	3.48e-07	1	ATRX,ARID1A,BRCA2,EGFR,TAF1,ATM,ARHGAP35,PTEN,ERBB4,SETD2,LRRK2,NF1,MTOR
GO:0007417	central nervous system development	5.72e-06	5.72e-06	1	ATRX,ARID1A,BRCA2,EGFR,TAF1,ATM,ARHGAP35,PTEN,ERBB4,SETD2,LRRK2,NF1,MTOR
GO:0007420	brain development	1.93e-07	1.93e-07	1	ATRX,ARID1A,BRCA2,EGFR,TAF1,ATM,ARHGAP35,PTEN,ERBB4,SETD2,LRRK2,NF1,MTOR
GO:0030900	forebrain development	2.37e-05	2.37e-05	1	ATRX,ARID1A,EGFR,PTEN,ERBB4,SETD2,LRRK2,NF1
GO:0021537	telencephalon development	2.06e-02	2.06e-02	1	EGFR,PTEN,ERBB4,LRRK2,NF1
GO:0040012	regulation of locomotion	3.91e-02	3.91e-02	1	NFE2L2,PDGFRA,APC,ACVR1B,EGFR,NOTCH1,PTEN,ERBB4,LRRK2,NF1
GO:0051093	negative regulation of developmental process	6.98e-03	6.98e-03	1	FGFR3,NFE2L2,BRCA2,EGFR,CDKN2A,NOTCH1,CDK12,ASXL1,PTEN,ERBB4,NF1
GO:0045596	negative regulation of cell differentiation	3.18e-02	3.18e-02	1	NFE2L2,EGFR,CDKN2A,NOTCH1,CDK12,ASXL1,PTEN,ERBB4,NF1
GO:0048863	stem cell differentiation	3.17e-03	3.17e-03	1	NFE2L2,PDGFRA,NOTCH1,CDK12,ERBB4,SETD2
GO:2000736	regulation of stem cell differentiation	3.54e-03	3.54e-03	1	NFE2L2,PDGFRA,NOTCH1,CDK12
GO:2000737	negative regulation of stem cell differentiation	1.31e-02	1.31e-02	1	NFE2L2,NOTCH1,CDK12
REAC:2990846	SUMOylation	1.76e-02	1.76e-02	1	BRCA1,STAG2,SMC3,TP53,CDKN2A
REAC:3108232	SUMO E3 ligases SUMOylate target proteins	1.41e-02	1.41e-02	1	BRCA1,STAG2,SMC3,TP53,CDKN2A
REAC:3108214	SUMOylation of DNA damage response and repair proteins	2.81e-02	2.81e-02	1	BRCA1,STAG2,SMC3,CDKN2A
REAC:1640170	Cell Cycle	8.12e-03	8.12e-03	1	BRCA1,EP300,STAG2,PPP2R1A,SMC3,BRCA2,TP53,CDKN2A,ATM,ATR
REAC:1500620	Meiosis	5.67e-04	5.67e-04	1	BRCA1,STAG2,SMC3,BRCA2,ATM,ATR
REAC:1221632	Meiotic synapsis	2.93e-02	2.93e-02	1	BRCA1,STAG2,SMC3,ATR
REAC:1643685	Disease	7.37e-04	7.37e-04	1	FGFR3,EP300,PIK3CA,RPL5,PDGFRA,APC,EGFR,TAF1,ERBB4,NF1,MTOR
REAC:5663202	Diseases of signal transduction	6.59e-06	6.59e-06	1	FGFR3,EP300,PIK3CA,PDGFRA,APC,EGFR,ERBB4,NF1,MTOR
REAC:2219528	PI3K/AKT Signaling in Cancer	5.00e-06	5.00e-06	1	FGFR3,PIK3CA,PDGFRA,EGFR,ERBB4,MTOR
REAC:2219530	Constitutive Signaling by Aberrant PI3K in Cancer	4.36e-05	4.36e-05	1	FGFR3,PIK3CA,PDGFRA,EGFR,ERBB4
REAC:2172127	DAP12 interactions	4.76e-06	4.76e-06	1	FGFR3,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:2424491	DAP12 signaling	3.58e-06	3.58e-06	1	FGFR3,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:186797	Signaling by PDGF	5.73e-06	5.73e-06	1	FGFR3,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:186763	Downstream signal transduction	3.24e-06	3.24e-06	1	FGFR3,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:2454202	Fc epsilon receptor (FCERI) signaling	6.49e-06	6.49e-06	1	FGFR3,MAP3K1,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:2871796	FCERI mediated MAPK activation	1.36e-02	1.36e-02	1	FGFR3,MAP3K1,PPP2R1A,PDGFRA,EGFR,ERBB4,NF1
REAC:2730905	Role of LAT2/NTAL/LAB on calcium mobilization	1.12e-06	1.12e-06	1	FGFR3,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,MTOR
REAC:5684996	MAPK1/MAPK3 signaling	2.08e-02	2.08e-02	1	FGFR3,PPP2R1A,PDGFRA,EGFR,ERBB4,NF1
REAC:1433557	Signaling by SCF-KIT	2.22e-06	2.22e-06	1	FGFR3,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:2404192	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	3.10e-04	3.10e-04	1	FGFR3,PIK3CA,PDGFRA,EGFR,ERBB4,NF1,MTOR
REAC:2428924	IGF1R signaling cascade	3.03e-04	3.03e-04	1	FGFR3,PIK3CA,PDGFRA,EGFR,ERBB4,NF1,MTOR
REAC:2428928	IRS-related events triggered by IGF1R	3.03e-04	3.03e-04	1	FGFR3,PIK3CA,PDGFRA,EGFR,ERBB4,NF1,MTOR
REAC:177929	Signaling by EGFR	4.33e-06	4.33e-06	1	FGFR3,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:179812	GRB2 events in EGFR signaling	1.82e-02	1.82e-02	1	FGFR3,PPP2R1A,PDGFRA,EGFR,ERBB4,NF1
REAC:180336	SHC1 events in EGFR signaling	1.82e-02	1.82e-02	1	FGFR3,PPP2R1A,PDGFRA,EGFR,ERBB4,NF1
REAC:180292	GAB1 signalosome	2.82e-08	2.82e-08	1	FGFR3,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,MTOR
REAC:190236	Signaling by FGFR	6.00e-06	6.00e-06	1	FGFR3,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:5654743	Signaling by FGFR4	2.59e-06	2.59e-06	1	FGFR3,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:5654716	Downstream signaling of activated FGFR4	2.40e-06	2.40e-06	1	FGFR3,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:5654720	PI-3K cascade:FGFR4	2.34e-08	2.34e-08	1	FGFR3,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,MTOR
REAC:5654712	FRS-mediated FGFR4 signaling	1.86e-02	1.86e-02	1	FGFR3,PPP2R1A,PDGFRA,EGFR,ERBB4,NF1
REAC:5654738	Signaling by FGFR2	5.23e-06	5.23e-06	1	FGFR3,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:5654696	Downstream signaling of activated FGFR2	2.40e-06	2.40e-06	1	FGFR3,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:5654695	PI-3K cascade:FGFR2	2.34e-08	2.34e-08	1	FGFR3,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,MTOR
REAC:5654700	FRS-mediated FGFR2 signaling	1.86e-02	1.86e-02	1	FGFR3,PPP2R1A,PDGFRA,EGFR,ERBB4,NF1
REAC:5654741	Signaling by FGFR3	2.66e-06	2.66e-06	1	FGFR3,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:5654708	Downstream signaling of activated FGFR3	2.40e-06	2.40e-06	1	FGFR3,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:5654710	PI-3K cascade:FGFR3	2.34e-08	2.34e-08	1	FGFR3,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,MTOR
REAC:5654706	FRS-mediated FGFR3 signaling	1.86e-02	1.86e-02	1	FGFR3,PPP2R1A,PDGFRA,EGFR,ERBB4,NF1
REAC:5654736	Signaling by FGFR1	2.94e-06	2.94e-06	1	FGFR3,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:5654687	Downstream signaling of activated FGFR1	2.59e-06	2.59e-06	1	FGFR3,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:5654689	PI-3K cascade:FGFR1	2.34e-08	2.34e-08	1	FGFR3,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,MTOR
REAC:5654693	FRS-mediated FGFR1 signaling	1.86e-02	1.86e-02	1	FGFR3,PPP2R1A,PDGFRA,EGFR,ERBB4,NF1
REAC:194138	Signaling by VEGF	7.05e-04	7.05e-04	1	FGFR3,PIK3CA,PDGFRA,EGFR,ERBB4,NF1,MTOR
REAC:4420097	VEGFA-VEGFR2 Pathway	6.01e-04	6.01e-04	1	FGFR3,PIK3CA,PDGFRA,EGFR,ERBB4,NF1,MTOR
REAC:5218921	VEGFR2 mediated cell proliferation	2.43e-02	2.43e-02	1	FGFR3,PPP2R1A,PDGFRA,EGFR,ERBB4,NF1
REAC:74752	Signaling by Insulin receptor	5.10e-04	5.10e-04	1	FGFR3,PIK3CA,PDGFRA,EGFR,ERBB4,NF1,MTOR
REAC:74751	Insulin receptor signalling cascade	3.03e-04	3.03e-04	1	FGFR3,PIK3CA,PDGFRA,EGFR,ERBB4,NF1,MTOR
REAC:112399	IRS-mediated signalling	2.76e-04	2.76e-04	1	FGFR3,PIK3CA,PDGFRA,EGFR,ERBB4,NF1,MTOR
REAC:112412	SOS-mediated signalling	1.82e-02	1.82e-02	1	FGFR3,PPP2R1A,PDGFRA,EGFR,ERBB4,NF1
REAC:1236394	Signaling by ERBB4	2.46e-06	2.46e-06	1	FGFR3,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:1250347	SHC1 events in ERBB4 signaling	1.82e-02	1.82e-02	1	FGFR3,PPP2R1A,PDGFRA,EGFR,ERBB4,NF1
REAC:1250342	PI3K events in ERBB4 signaling	2.34e-08	2.34e-08	1	FGFR3,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,MTOR
REAC:449147	Signaling by Interleukins	1.68e-02	1.68e-02	1	FGFR3,PIK3CA,PDGFRA,TP53,EGFR,ERBB4,NF1
REAC:512988	Interleukin-3, 5 and GM-CSF signaling	2.83e-03	2.83e-03	1	FGFR3,PIK3CA,PDGFRA,EGFR,ERBB4,NF1
REAC:451927	Interleukin-2 signaling	2.33e-03	2.33e-03	1	FGFR3,PIK3CA,PDGFRA,EGFR,ERBB4,NF1
REAC:912526	Interleukin receptor SHC signaling	2.00e-03	2.00e-03	1	FGFR3,PIK3CA,PDGFRA,EGFR,ERBB4,NF1
REAC:166520	Signalling by NGF	4.40e-05	4.40e-05	1	FGFR3,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:187037	NGF signalling via TRKA from the plasma membrane	7.35e-06	7.35e-06	1	FGFR3,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:187687	Signalling to ERKs	2.70e-02	2.70e-02	1	FGFR3,PPP2R1A,PDGFRA,EGFR,ERBB4,NF1
REAC:169893	Prolonged ERK activation events	2.13e-02	2.13e-02	1	FGFR3,PPP2R1A,PDGFRA,EGFR,ERBB4,NF1
REAC:170984	ARMS-mediated activation	1.99e-02	1.99e-02	1	FGFR3,PPP2R1A,PDGFRA,EGFR,ERBB4,NF1
REAC:170968	Frs2-mediated activation	2.04e-02	2.04e-02	1	FGFR3,PPP2R1A,PDGFRA,EGFR,ERBB4,NF1
REAC:187706	Signalling to p38 via RIT and RIN	1.99e-02	1.99e-02	1	FGFR3,PPP2R1A,PDGFRA,EGFR,ERBB4,NF1
REAC:167044	Signalling to RAS	2.33e-02	2.33e-02	1	FGFR3,PPP2R1A,PDGFRA,EGFR,ERBB4,NF1
REAC:198203	PI3K/AKT activation	2.82e-08	2.82e-08	1	FGFR3,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,MTOR
REAC:422475	Axon guidance	7.19e-03	7.19e-03	1	FGFR3,PPP2R1A,EPHB6,PIK3CA,PDGFRA,EGFR,ARHGAP35,ERBB4,NF1
REAC:375165	NCAM signaling for neurite out-growth	3.60e-02	3.60e-02	1	FGFR3,PPP2R1A,PDGFRA,EGFR,ERBB4,NF1
REAC:1280218	Adaptive Immune System	7.67e-03	7.67e-03	1	FGFR3,PIK3CA,VHL,PDGFRA,TP53,EGFR,PTEN,ERBB4,MTOR
REAC:983705	Signaling by the B Cell Receptor (BCR)	1.49e-05	1.49e-05	1	FGFR3,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,MTOR
REAC:1168372	Downstream signaling events of B Cell Receptor (BCR)	7.92e-07	7.92e-07	1	FGFR3,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,MTOR
REAC:1257604	PIP3 activates AKT signaling	2.34e-08	2.34e-08	1	FGFR3,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,MTOR
REAC:199418	Negative regulation of the PI3K/AKT network	3.13e-06	3.13e-06	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,EGFR,PTEN,ERBB4
