GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0046660	female sex differentiation	5.06e-03	5.06e-03	1	PDGFRA,IDH1,BRCA2,ATM,KIT
GO:0045137	development of primary sexual characteristics	5.18e-04	5.18e-04	1	ATRX,SOX9,PDGFRA,IDH1,BRCA2,ATM,KIT
GO:0046545	development of primary female sexual characteristics	2.62e-03	2.62e-03	1	PDGFRA,IDH1,BRCA2,ATM,KIT
GO:0061458	reproductive system development	7.53e-08	7.53e-08	1	ATRX,SOX9,FOXA1,PDGFRA,IDH1,BRCA2,EGFR,ATM,KIT,PTEN,PTPN11,SETD2
GO:0048608	reproductive structure development	6.76e-08	6.76e-08	1	ATRX,SOX9,FOXA1,PDGFRA,IDH1,BRCA2,EGFR,ATM,KIT,PTEN,PTPN11,SETD2
GO:0008406	gonad development	4.44e-04	4.44e-04	1	ATRX,SOX9,PDGFRA,IDH1,BRCA2,ATM,KIT
GO:0008585	female gonad development	2.13e-03	2.13e-03	1	PDGFRA,IDH1,BRCA2,ATM,KIT
GO:0016242	negative regulation of macroautophagy	2.28e-02	2.28e-02	1	PIK3CA,LRRK2,MTOR
GO:0048646	anatomical structure formation involved in morphogenesis	5.38e-04	5.38e-04	1	BRCA1,PIK3CG,PIK3CA,SOX9,FOXA1,PDGFRA,KDM6A,ATM,PTEN,PTPN11,SETD2,NF1
GO:0072359	circulatory system development	5.91e-06	5.91e-06	1	BRCA1,PIK3CG,PIK3CA,SOX9,PDGFRA,EGFR,KDM6A,ATM,KIT,PTEN,PTPN11,SETD2,NF1,MTOR
GO:0072358	cardiovascular system development	6.38e-03	6.38e-03	1	BRCA1,PIK3CG,PIK3CA,PDGFRA,KDM6A,KIT,PTEN,SETD2,NF1
GO:0001944	vasculature development	3.37e-02	3.37e-02	1	PIK3CG,PIK3CA,PDGFRA,PTEN,SETD2,NF1
GO:0007507	heart development	2.88e-05	2.88e-05	1	SOX9,PDGFRA,EGFR,KDM6A,ATM,PTEN,PTPN11,SETD2,NF1,MTOR
GO:0001568	blood vessel development	2.71e-02	2.71e-02	1	PIK3CG,PIK3CA,PDGFRA,PTEN,SETD2,NF1
GO:0048514	blood vessel morphogenesis	1.11e-02	1.11e-02	1	PIK3CG,PIK3CA,PDGFRA,PTEN,SETD2,NF1
GO:0001525	angiogenesis	3.96e-03	3.96e-03	1	PIK3CG,PIK3CA,PDGFRA,PTEN,SETD2,NF1
GO:1901699	cellular response to nitrogen compound	6.47e-05	6.47e-05	1	BRCA1,ATRX,PIK3CG,EZH2,PIK3CA,SOX9,PIK3R1,EGFR,TAF1,PTPN11,LRRK2
GO:0010243	response to organonitrogen compound	7.71e-06	7.71e-06	1	BRCA1,PIK3CG,EZH2,PIK3CA,FLT3,SOX9,PIK3R1,EGFR,TAF1,BRAF,PTEN,PTPN11,LRRK2,MTOR
GO:0071417	cellular response to organonitrogen compound	1.70e-04	1.70e-04	1	BRCA1,PIK3CG,EZH2,PIK3CA,SOX9,PIK3R1,EGFR,TAF1,PTPN11,LRRK2
GO:1901701	cellular response to oxygen-containing compound	1.36e-04	1.36e-04	1	BRCA1,EPHA3,PIK3CG,EZH2,PIK3CA,SOX9,PDGFRA,PIK3R1,EGFR,TAF1,PTPN11,CHEK2,LRRK2
GO:0051241	negative regulation of multicellular organismal process	5.31e-03	5.31e-03	1	PIK3CG,SOX9,FOXA1,PDGFRA,BRCA2,PIK3R1,EGFR,PTEN,PTPN11,NF1,MTOR
GO:0030036	actin cytoskeleton organization	3.52e-02	3.52e-02	1	EPHA3,MAP3K1,PDGFRA,PIK3R1,KIT,BRAF,NF1,MTOR
GO:0045596	negative regulation of cell differentiation	2.02e-02	2.02e-02	1	PIK3R1,EGFR,PTEN,NF1
GO:0040007	growth	1.29e-06	1.29e-06	1	FGFR3,ATRX,EZH2,PIK3CA,CDKN2C,SOX9,BRCA2,RB1,TP53,EGFR,KDM6A,ATM,PTEN,PTPN11,MTOR
GO:0040008	regulation of growth	9.26e-04	9.26e-04	1	PIK3CA,RB1,TP53,EGFR,PTEN
GO:0048589	developmental growth	5.83e-05	5.83e-05	1	FGFR3,ATRX,EZH2,PIK3CA,SOX9,BRCA2,KDM6A,ATM,PTEN,PTPN11,MTOR
GO:0035265	organ growth	9.56e-03	9.56e-03	1	FGFR3,SOX9,PTEN,PTPN11,MTOR
GO:0035264	multicellular organism growth	2.79e-04	2.79e-04	1	ATRX,PIK3CA,KDM6A,ATM,PTPN11,MTOR
GO:0034605	cellular response to heat	3.54e-02	3.54e-02	1	ATM,ATR,NF1,MTOR
GO:0009611	response to wounding	4.91e-06	4.91e-06	1	PIK3CG,PIK3CA,PDGFRA,PIK3R1,EGFR,BRAF,PTEN,PTPN11,NF1,MTOR
GO:0042060	wound healing	3.47e-04	3.47e-04	1	PIK3CG,PIK3CA,PDGFRA,PIK3R1,EGFR,PTPN11,NF1,MTOR
GO:0044087	regulation of cellular component biogenesis	4.93e-08	4.93e-08	1	BRCA1,EPHA3,SOX9,RB1,TP53,PIK3R1,TAF1,ATM,KIT,BRAF,PTEN,ATR,PTPN11,LRRK2,MTOR
GO:0044089	positive regulation of cellular component biogenesis	6.08e-03	6.08e-03	1	SOX9,TP53,TAF1,ATM,KIT,BRAF,ATR,MTOR
GO:0050804	modulation of synaptic transmission	4.93e-02	4.93e-02	1	EGFR,KIT,BRAF,PTEN,LRRK2,NF1
GO:0050805	negative regulation of synaptic transmission	1.24e-02	1.24e-02	1	BRAF,PTEN,LRRK2,NF1
GO:0050806	positive regulation of synaptic transmission	4.29e-03	4.29e-03	1	EGFR,BRAF,PTEN,NF1
GO:0060291	long-term synaptic potentiation	1.96e-02	1.96e-02	1	BRAF,PTEN,NF1
GO:0060548	negative regulation of cell death	3.09e-05	3.09e-05	1	BRCA1,MECOM,PIK3CG,PIK3CA,SOX9,TP53,PIK3R1,EGFR,KIT,BRAF,PTEN,LRRK2,MTOR
GO:0043069	negative regulation of programmed cell death	1.19e-05	1.19e-05	1	BRCA1,MECOM,PIK3CG,PIK3CA,SOX9,TP53,PIK3R1,EGFR,KIT,BRAF,PTEN,LRRK2,MTOR
GO:0043066	negative regulation of apoptotic process	1.69e-04	1.69e-04	1	PIK3CA,TP53,PIK3R1,EGFR,PTEN
GO:0051321	meiotic cell cycle	2.93e-03	2.93e-03	1	SMC1A,ATRX,STAG2,SMC3,BRCA2,ATM
GO:0007270	neuron-neuron synaptic transmission	8.84e-03	8.84e-03	1	EGFR,PTEN,NF1
GO:0000902	cell morphogenesis	6.26e-03	6.26e-03	1	PIK3CA,RB1,PIK3R1,EGFR,PTEN
GO:0032990	cell part morphogenesis	6.54e-03	6.54e-03	1	PIK3CA,PIK3R1,EGFR,PTEN
GO:0048858	cell projection morphogenesis	5.77e-03	5.77e-03	1	PIK3CA,PIK3R1,EGFR,PTEN
GO:0120039	plasma membrane bounded cell projection morphogenesis	5.62e-03	5.62e-03	1	PIK3CA,PIK3R1,EGFR,PTEN
GO:0048666	neuron development	9.17e-03	9.17e-03	1	PIK3CA,RB1,PIK3R1,EGFR,PTEN
GO:0031175	neuron projection development	3.30e-03	3.30e-03	1	EPHA3,EZH2,PIK3CA,RB1,PIK3R1,EGFR,BRAF,PTEN,PTPN11,LRRK2,MTOR
GO:0048812	neuron projection morphogenesis	5.18e-03	5.18e-03	1	PIK3CA,PIK3R1,EGFR,PTEN
GO:0048667	cell morphogenesis involved in neuron differentiation	2.42e-02	2.42e-02	1	PIK3CA,RB1,PIK3R1,PTEN
GO:0060537	muscle tissue development	4.52e-02	4.52e-02	1	PDGFRA,RB1,PTEN,NF1
GO:0014706	striated muscle tissue development	3.91e-02	3.91e-02	1	PDGFRA,RB1,PTEN,NF1
GO:0007610	behavior	1.41e-02	1.41e-02	1	TP53,EGFR,PTEN,NF1
GO:0071214	cellular response to abiotic stimulus	3.03e-06	3.03e-06	1	MAP3K1,SOX9,TP53,PIK3R1,EGFR,TAF1,ATM,ATR,CHEK2
GO:0009314	response to radiation	2.01e-10	2.01e-10	1	BRCA1,SMC1A,BRCA2,TP53,PIK3R1,EGFR,TAF1,ATM,KIT,BRAF,ATR,CHEK2,NF1,MTOR
GO:0010212	response to ionizing radiation	4.36e-04	4.36e-04	1	BRCA1,BRCA2,TP53,ATM,ATR,CHEK2
GO:0010165	response to X-ray	1.82e-02	1.82e-02	1	BRCA2,TP53,ATM
GO:0010332	response to gamma radiation	2.10e-05	2.10e-05	1	BRCA2,TP53,ATM,ATR,CHEK2
GO:0009416	response to light stimulus	6.17e-07	6.17e-07	1	BRCA2,TP53,PIK3R1,EGFR,TAF1,BRAF,ATR,NF1,MTOR
GO:0009411	response to UV	4.61e-05	4.61e-05	1	BRCA2,TP53,PIK3R1,EGFR,TAF1,ATR
GO:0071478	cellular response to radiation	2.32e-04	2.32e-04	1	TP53,PIK3R1,TAF1,ATM,ATR,CHEK2
GO:0071479	cellular response to ionizing radiation	3.24e-03	3.24e-03	1	TP53,ATM,ATR,CHEK2
GO:0071480	cellular response to gamma radiation	6.57e-03	6.57e-03	1	ATM,ATR,CHEK2
GO:0071482	cellular response to light stimulus	2.86e-02	2.86e-02	1	TP53,PIK3R1,TAF1,ATR
GO:0034644	cellular response to UV	4.43e-03	4.43e-03	1	TP53,PIK3R1,TAF1,ATR
GO:0044708	single-organism behavior	3.14e-02	3.14e-02	1	EGFR,KIT,BRAF,PTEN,LRRK2,NF1,MTOR
GO:0050890	cognition	2.15e-02	2.15e-02	1	EGFR,KIT,BRAF,PTEN,NF1,MTOR
GO:0007611	learning or memory	9.59e-03	9.59e-03	1	EGFR,KIT,BRAF,PTEN,NF1,MTOR
GO:0007632	visual behavior	5.32e-03	5.32e-03	1	KIT,BRAF,NF1,MTOR
GO:0008306	associative learning	2.24e-02	2.24e-02	1	KIT,BRAF,NF1,MTOR
GO:0008542	visual learning	3.50e-03	3.50e-03	1	KIT,BRAF,NF1,MTOR
GO:0006305	DNA alkylation	1.41e-02	1.41e-02	1	BRCA1,ATRX,EZH2,PIK3CA
GO:0044728	DNA methylation or demethylation	3.52e-02	3.52e-02	1	BRCA1,ATRX,EZH2,PIK3CA
GO:0008213	protein alkylation	3.73e-03	3.73e-03	1	BRCA1,ATRX,MECOM,EZH2,KDM6A,SETD2
GO:0032259	methylation	1.61e-02	1.61e-02	1	BRCA1,ATRX,MECOM,EZH2,PIK3CA,KDM6A,SETD2
GO:0043414	macromolecule methylation	3.61e-03	3.61e-03	1	BRCA1,ATRX,MECOM,EZH2,PIK3CA,KDM6A,SETD2
GO:0006479	protein methylation	3.73e-03	3.73e-03	1	BRCA1,ATRX,MECOM,EZH2,KDM6A,SETD2
GO:0006306	DNA methylation	1.41e-02	1.41e-02	1	BRCA1,ATRX,EZH2,PIK3CA
GO:0006325	chromatin organization	7.61e-06	7.61e-06	1	BRCA1,ATRX,MECOM,EZH2,SOX9,FOXA1,BRCA2,RB1,TP53,KDM6A,TAF1,ATM,SETD2
GO:0016569	covalent chromatin modification	2.23e-06	2.23e-06	1	BRCA1,ATRX,MECOM,EZH2,FOXA1,BRCA2,RB1,TP53,KDM6A,TAF1,ATM,SETD2
GO:0018205	peptidyl-lysine modification	1.82e-03	1.82e-03	1	BRCA1,ATRX,MECOM,EZH2,BRCA2,KDM6A,TAF1,SETD2
GO:0018022	peptidyl-lysine methylation	3.47e-04	3.47e-04	1	BRCA1,ATRX,MECOM,EZH2,KDM6A,SETD2
GO:0016570	histone modification	4.22e-05	4.22e-05	1	BRCA1,ATRX,MECOM,EZH2,BRCA2,TP53,KDM6A,TAF1,ATM,SETD2
GO:0016571	histone methylation	6.96e-04	6.96e-04	1	BRCA1,ATRX,MECOM,EZH2,KDM6A,SETD2
GO:0034968	histone lysine methylation	1.96e-04	1.96e-04	1	BRCA1,ATRX,MECOM,EZH2,KDM6A,SETD2
GO:0021700	developmental maturation	4.83e-05	4.83e-05	1	FGFR3,FOXA1,BRCA2,RB1,PTEN,LRRK2,NF1,MTOR
GO:0048469	cell maturation	2.24e-02	2.24e-02	1	FOXA1,BRCA2,RB1,LRRK2,MTOR
GO:0071496	cellular response to external stimulus	1.52e-02	1.52e-02	1	MAP3K1,SOX9,TP53,EGFR,LRRK2,MTOR
GO:0030163	protein catabolic process	3.43e-02	3.43e-02	1	SOX9,TP53,EGFR,TAF1,ATM,PTEN,CHEK2,LRRK2,MTOR
GO:0090150	establishment of protein localization to membrane	1.89e-02	1.89e-02	1	RPL5,TP53,PIK3R1,EGFR,BRAF
GO:0030168	platelet activation	1.15e-03	1.15e-03	1	PIK3CG,PIK3CA,PDGFRA,PIK3R1,PTPN11
GO:0031400	negative regulation of protein modification process	4.91e-03	4.91e-03	1	BRCA1,MECOM,CDKN2C,RB1,TAF1,PTEN,LRRK2,NF1,MTOR
GO:0042326	negative regulation of phosphorylation	4.44e-02	4.44e-02	1	MECOM,CDKN2C,RB1,PTEN,LRRK2,NF1,MTOR
GO:0001933	negative regulation of protein phosphorylation	2.56e-02	2.56e-02	1	MECOM,CDKN2C,RB1,PTEN,LRRK2,NF1,MTOR
GO:0048863	stem cell differentiation	2.54e-02	2.54e-02	1	SOX9,FOXA1,PDGFRA,KIT,SETD2
GO:0070997	neuron death	1.21e-04	1.21e-04	1	PIK3CA,RB1,TP53,ATM,BRAF,NF1,MTOR
GO:0051402	neuron apoptotic process	3.05e-04	3.05e-04	1	PIK3CA,RB1,TP53,ATM,BRAF,NF1
GO:1901214	regulation of neuron death	1.18e-03	1.18e-03	1	PIK3CA,TP53,ATM,BRAF,LRRK2,NF1,MTOR
GO:1901216	positive regulation of neuron death	2.33e-03	2.33e-03	1	TP53,ATM,NF1,MTOR
GO:0043523	regulation of neuron apoptotic process	4.70e-03	4.70e-03	1	PIK3CA,TP53,ATM,BRAF,NF1
GO:0043525	positive regulation of neuron apoptotic process	3.61e-02	3.61e-02	1	TP53,ATM,NF1
GO:0021543	pallium development	1.63e-02	1.63e-02	1	EGFR,PTEN,NF1
GO:0046777	protein autophosphorylation	2.11e-09	2.11e-09	1	FGFR3,FLT3,PDGFRA,EGFR,TAF1,ATM,KIT,ATR,CHEK2,LRRK2,MTOR
GO:0050851	antigen receptor-mediated signaling pathway	2.77e-02	2.77e-02	1	PIK3CA,PIK3R1,PTEN
GO:0050852	T cell receptor signaling pathway	8.07e-03	8.07e-03	1	PIK3CA,PIK3R1,PTEN
GO:0009894	regulation of catabolic process	1.70e-04	1.70e-04	1	PIK3CG,PIK3CA,SOX9,IDH1,EGFR,TAF1,ATM,PTEN,CHEK2,LRRK2,MTOR
GO:0031329	regulation of cellular catabolic process	3.15e-02	3.15e-02	1	PIK3CG,PIK3CA,IDH1,TAF1,ATM,PTEN,LRRK2,MTOR
GO:0009895	negative regulation of catabolic process	3.05e-03	3.05e-03	1	PIK3CG,PIK3CA,EGFR,TAF1,LRRK2,MTOR
GO:0031330	negative regulation of cellular catabolic process	9.56e-03	9.56e-03	1	PIK3CG,PIK3CA,TAF1,LRRK2,MTOR
GO:0060249	anatomical structure homeostasis	2.67e-05	2.67e-05	1	ATRX,SOX9,BRCA2,RB1,EGFR,ATM,ATR,PTPN11,NF1
GO:0048871	multicellular organismal homeostasis	3.73e-03	3.73e-03	1	PIK3CA,RB1,EGFR,NF1
GO:0001894	tissue homeostasis	4.47e-02	4.47e-02	1	SOX9,RB1,EGFR,PTPN11,NF1
GO:0035295	tube development	4.09e-04	4.09e-04	1	ATRX,SOX9,FOXA1,PDGFRA,RB1,EGFR,KDM6A,KIT,SETD2,NF1
GO:0048872	homeostasis of number of cells	1.48e-02	1.48e-02	1	EZH2,FLT3,SOX9,RB1,KIT,PTPN11
GO:0060191	regulation of lipase activity	2.91e-02	2.91e-02	1	FGFR3,PDGFRA,EGFR,KIT
GO:0010517	regulation of phospholipase activity	9.56e-03	9.56e-03	1	FGFR3,PDGFRA,EGFR,KIT
GO:0060193	positive regulation of lipase activity	1.17e-02	1.17e-02	1	FGFR3,PDGFRA,EGFR,KIT
GO:0010518	positive regulation of phospholipase activity	4.52e-03	4.52e-03	1	FGFR3,PDGFRA,EGFR,KIT
GO:0009991	response to extracellular stimulus	1.45e-02	1.45e-02	1	TP53,EGFR,PTEN
GO:0031667	response to nutrient levels	1.17e-02	1.17e-02	1	TP53,EGFR,PTEN
GO:0042493	response to drug	1.30e-02	1.30e-02	1	TP53,EGFR,PTEN
GO:0035690	cellular response to drug	7.27e-04	7.27e-04	1	TP53,EGFR,BRAF,CHEK2
GO:1904019	epithelial cell apoptotic process	6.47e-03	6.47e-03	1	PIK3CG,RB1,BRAF,MTOR
GO:0040012	regulation of locomotion	4.68e-02	4.68e-02	1	SOX9,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTEN,LRRK2,NF1
GO:2000145	regulation of cell motility	3.16e-02	3.16e-02	1	PDGFRA,PIK3R1,EGFR,BRAF,PTEN,NF1
GO:0030334	regulation of cell migration	2.07e-02	2.07e-02	1	PDGFRA,PIK3R1,EGFR,BRAF,PTEN,NF1
GO:0007167	enzyme linked receptor protein signaling pathway	7.41e-04	7.41e-04	1	EPHA3,FGFR3,EPHB6,PIK3CA,FLT3,SOX9,PDGFRA,PIK3R1,EGFR,KIT,PTEN,PTPN11
GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	1.42e-05	1.42e-05	1	EPHA3,FGFR3,EPHB6,PIK3CA,FLT3,SOX9,PDGFRA,PIK3R1,EGFR,KIT,PTEN,PTPN11
GO:0048008	platelet-derived growth factor receptor signaling pathway	2.76e-02	2.76e-02	1	PDGFRA,PTEN,PTPN11
GO:0038127	ERBB signaling pathway	5.06e-03	5.06e-03	1	PIK3CA,PIK3R1,EGFR
GO:0038128	ERBB2 signaling pathway	9.77e-05	9.77e-05	1	PIK3CA,PIK3R1,EGFR
GO:0007173	epidermal growth factor receptor signaling pathway	3.13e-03	3.13e-03	1	PIK3CA,PIK3R1,EGFR
GO:0002520	immune system development	1.07e-04	1.07e-04	1	POLQ,MECOM,FLT3,BRCA2,RB1,PIK3R1,ATM,KIT,BRAF,PTPN11,NF1,MTOR
GO:0048534	hematopoietic or lymphoid organ development	2.96e-04	2.96e-04	1	MECOM,FLT3,BRCA2,RB1,PIK3R1,ATM,BRAF,PTPN11,NF1,MTOR
GO:0030097	hemopoiesis	1.81e-04	1.81e-04	1	MECOM,FLT3,BRCA2,RB1,PIK3R1,ATM,BRAF,PTPN11,NF1,MTOR
GO:0002521	leukocyte differentiation	2.12e-03	2.12e-03	1	FLT3,RB1,PIK3R1,ATM,BRAF,NF1,MTOR
GO:1902105	regulation of leukocyte differentiation	1.60e-02	1.60e-02	1	RB1,PIK3R1,BRAF,NF1,MTOR
GO:0002573	myeloid leukocyte differentiation	3.85e-02	3.85e-02	1	RB1,PIK3R1,NF1
GO:0045637	regulation of myeloid cell differentiation	3.72e-02	3.72e-02	1	RB1,PIK3R1,NF1
GO:0002761	regulation of myeloid leukocyte differentiation	7.74e-03	7.74e-03	1	RB1,PIK3R1,NF1
GO:0018209	peptidyl-serine modification	8.75e-05	8.75e-05	1	PIK3CA,TAF1,ATM,BRAF,ATR,CHEK2,LRRK2,MTOR
GO:0018105	peptidyl-serine phosphorylation	6.08e-05	6.08e-05	1	PIK3CA,TAF1,ATM,BRAF,ATR,CHEK2,LRRK2,MTOR
GO:0002768	immune response-regulating cell surface receptor signaling pathway	4.24e-02	4.24e-02	1	MAP3K1,PIK3CA,PIK3R1,BRAF,PTEN
GO:0044802	single-organism membrane organization	2.88e-03	2.88e-03	1	TP53,PIK3R1,EGFR,PTEN
GO:0007009	plasma membrane organization	1.58e-02	1.58e-02	1	PIK3R1,EGFR,PTEN
GO:0060284	regulation of cell development	9.82e-03	9.82e-03	1	EPHA3,EZH2,SOX9,FOXA1,KIT,BRAF,PTEN,LRRK2,NF1,MTOR
GO:0051960	regulation of nervous system development	7.83e-03	7.83e-03	1	EPHA3,EZH2,SOX9,FOXA1,KIT,BRAF,PTEN,LRRK2,NF1,MTOR
GO:0050767	regulation of neurogenesis	2.70e-03	2.70e-03	1	EPHA3,EZH2,SOX9,FOXA1,KIT,BRAF,PTEN,LRRK2,NF1,MTOR
GO:0045664	regulation of neuron differentiation	3.75e-02	3.75e-02	1	EPHA3,EZH2,SOX9,FOXA1,BRAF,PTEN,LRRK2,MTOR
GO:0043491	protein kinase B signaling	3.99e-04	3.99e-04	1	PIK3CG,PIK3CA,SOX9,EGFR,PTEN,MTOR
GO:0051896	regulation of protein kinase B signaling	2.41e-02	2.41e-02	1	PIK3CG,EGFR,PTEN,MTOR
GO:0090087	regulation of peptide transport	4.50e-02	4.50e-02	1	TP53,PIK3R1,EGFR,NF1
GO:0060341	regulation of cellular localization	6.67e-05	6.67e-05	1	RB1,TP53,PIK3R1,EGFR,PTEN,NF1
GO:0032880	regulation of protein localization	7.68e-03	7.68e-03	1	RB1,TP53,PIK3R1,EGFR,NF1
GO:1903827	regulation of cellular protein localization	5.38e-04	5.38e-04	1	RB1,TP53,PIK3R1,EGFR,PTPN11,SETD2,NF1,MTOR
GO:1905475	regulation of protein localization to membrane	2.12e-03	2.12e-03	1	TP53,PIK3R1,EGFR
GO:1900180	regulation of protein localization to nucleus	3.27e-02	3.27e-02	1	PIK3R1,EGFR,NF1
GO:0051169	nuclear transport	2.15e-03	2.15e-03	1	TP53,PIK3R1,EGFR,PTPN11,SETD2,NF1,MTOR
GO:0006913	nucleocytoplasmic transport	1.92e-03	1.92e-03	1	TP53,PIK3R1,EGFR,PTPN11,SETD2,NF1,MTOR
GO:0032386	regulation of intracellular transport	3.57e-04	3.57e-04	1	TP53,PIK3R1,EGFR,BRAF,PTPN11,SETD2,NF1,MTOR
GO:0046822	regulation of nucleocytoplasmic transport	7.46e-06	7.46e-06	1	TP53,PIK3R1,EGFR,PTPN11,SETD2,NF1,MTOR
GO:1903829	positive regulation of cellular protein localization	3.57e-02	3.57e-02	1	TP53,PIK3R1,EGFR
GO:0032388	positive regulation of intracellular transport	2.47e-02	2.47e-02	1	TP53,PIK3R1,EGFR
GO:0046824	positive regulation of nucleocytoplasmic transport	1.03e-03	1.03e-03	1	TP53,PIK3R1,EGFR
GO:1905477	positive regulation of protein localization to membrane	8.00e-04	8.00e-04	1	TP53,PIK3R1,EGFR
GO:0051223	regulation of protein transport	3.86e-02	3.86e-02	1	TP53,PIK3R1,EGFR,NF1
GO:0033157	regulation of intracellular protein transport	4.31e-04	4.31e-04	1	TP53,PIK3R1,EGFR,PTPN11,SETD2,NF1,MTOR
GO:0046825	regulation of protein export from nucleus	1.25e-02	1.25e-02	1	TP53,PTPN11,SETD2
GO:1904589	regulation of protein import	1.63e-02	1.63e-02	1	PIK3R1,EGFR,NF1
GO:0042306	regulation of protein import into nucleus	1.55e-02	1.55e-02	1	PIK3R1,EGFR,NF1
GO:0090316	positive regulation of intracellular protein transport	1.15e-02	1.15e-02	1	TP53,PIK3R1,EGFR
GO:0098602	single organism cell adhesion	6.46e-06	6.46e-06	1	PIK3CG,EPHB6,PIK3CA,SOX9,FOXA1,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTPN11,MTOR
GO:0098609	cell-cell adhesion	5.89e-05	5.89e-05	1	PIK3CG,EPHB6,PIK3CA,SOX9,FOXA1,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTPN11,MTOR
GO:0016337	single organismal cell-cell adhesion	2.36e-06	2.36e-06	1	PIK3CG,EPHB6,PIK3CA,SOX9,FOXA1,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTPN11,MTOR
GO:0007159	leukocyte cell-cell adhesion	5.74e-03	5.74e-03	1	EPHB6,PIK3CA,PIK3R1,BRAF,PTPN11,MTOR
GO:0007160	cell-matrix adhesion	2.59e-02	2.59e-02	1	PIK3R1,PTEN,NF1
GO:0030155	regulation of cell adhesion	4.55e-06	4.55e-06	1	EPHA3,PIK3CG,EPHB6,PIK3CA,SOX9,FOXA1,PIK3R1,BRAF,PTEN,PTPN11,NF1,MTOR
GO:0010810	regulation of cell-substrate adhesion	1.94e-02	1.94e-02	1	PIK3R1,PTEN,NF1
GO:0001952	regulation of cell-matrix adhesion	2.84e-03	2.84e-03	1	PIK3R1,PTEN,NF1
GO:0022407	regulation of cell-cell adhesion	1.19e-02	1.19e-02	1	EPHB6,PIK3CA,PIK3R1,BRAF,PTPN11,MTOR
GO:1903037	regulation of leukocyte cell-cell adhesion	3.45e-03	3.45e-03	1	EPHB6,PIK3CA,PIK3R1,BRAF,PTPN11,MTOR
GO:0046649	lymphocyte activation	1.47e-04	1.47e-04	1	PIK3CG,EPHB6,PIK3CA,FLT3,PIK3R1,ATM,BRAF,PTPN11,MTOR
GO:0042110	T cell activation	1.77e-03	1.77e-03	1	PIK3CG,EPHB6,PIK3CA,PIK3R1,BRAF,PTPN11,MTOR
GO:0045785	positive regulation of cell adhesion	1.07e-02	1.07e-02	1	EPHB6,PIK3CA,PIK3R1,BRAF,PTPN11,MTOR
GO:0022409	positive regulation of cell-cell adhesion	1.12e-02	1.12e-02	1	EPHB6,PIK3CA,FOXA1,PIK3R1,PTPN11,MTOR
GO:1903039	positive regulation of leukocyte cell-cell adhesion	9.58e-03	9.58e-03	1	EPHB6,PIK3CA,PIK3R1,PTPN11,MTOR
GO:0050865	regulation of cell activation	3.51e-04	3.51e-04	1	EPHB6,PIK3CA,PDGFRA,PIK3R1,ATM,BRAF,PTPN11,MTOR
GO:0002694	regulation of leukocyte activation	3.45e-03	3.45e-03	1	EPHB6,PIK3CA,PIK3R1,ATM,BRAF,PTPN11,MTOR
GO:0051249	regulation of lymphocyte activation	1.47e-03	1.47e-03	1	EPHB6,PIK3CA,PIK3R1,ATM,BRAF,PTPN11,MTOR
GO:0050863	regulation of T cell activation	2.58e-03	2.58e-03	1	EPHB6,PIK3CA,PIK3R1,BRAF,PTPN11,MTOR
GO:0007162	negative regulation of cell adhesion	3.66e-02	3.66e-02	1	PIK3R1,PTEN,NF1
GO:0010812	negative regulation of cell-substrate adhesion	4.44e-04	4.44e-04	1	PIK3R1,PTEN,NF1
GO:0001953	negative regulation of cell-matrix adhesion	8.68e-05	8.68e-05	1	PIK3R1,PTEN,NF1
GO:0031294	lymphocyte costimulation	5.92e-05	5.92e-05	1	EPHB6,PIK3CA,PIK3R1,PTPN11,MTOR
GO:0050870	positive regulation of T cell activation	7.71e-03	7.71e-03	1	EPHB6,PIK3CA,PIK3R1,PTPN11,MTOR
GO:0031295	T cell costimulation	5.15e-05	5.15e-05	1	EPHB6,PIK3CA,PIK3R1,PTPN11,MTOR
GO:0043087	regulation of GTPase activity	3.04e-02	3.04e-02	1	EPHA3,FGFR3,EZH2,PDGFRA,EGFR,KIT,LRRK2,NF1,MTOR
GO:0090130	tissue migration	1.23e-02	1.23e-02	1	PIK3CA,SOX9,KIT,PTEN,PTPN11,NF1
GO:0090132	epithelium migration	1.06e-02	1.06e-02	1	PIK3CA,SOX9,KIT,PTEN,PTPN11,NF1
GO:0001667	ameboidal-type cell migration	4.74e-03	4.74e-03	1	PIK3CA,SOX9,KIT,BRAF,PTEN,PTPN11,NF1
GO:0010631	epithelial cell migration	9.84e-03	9.84e-03	1	PIK3CA,SOX9,KIT,PTEN,PTPN11,NF1
GO:0043542	endothelial cell migration	1.23e-02	1.23e-02	1	PIK3CA,PTEN,NF1
REAC:68884	Mitotic Telophase/Cytokinesis	1.14e-03	1.14e-03	1	SMC1A,STAG2,SMC3
REAC:2470946	Cohesin Loading onto Chromatin	3.78e-04	3.78e-04	1	SMC1A,STAG2,SMC3
REAC:5685942	HDR through Homologous Recombination (HRR)	9.38e-03	9.38e-03	1	BRCA1,BRCA2,ATM,ATR
